,Ball_Count,PKG_Dimension,PKG_Height,RTD_SETUP,tester,equip_id,Due_Date,Suggest_Date,Last_PM,Event_Code,Code,Semi_State_ID,Standard_work_time,Location,Status,PM_duration,Type,Freq,Cur,Due,warning,critical,handler,NOTE
61,496B,496/756FBGA14X12.4,0.58-0.67,496/756FBGA14X12.4_64-128X_0.58-0.67_ION_1210,SM3316-0151,SM3316-0151,2022-08-17 23:59:00,2022-08-14 23:59:00,N/A,PM 6 MONTH,6 MONTH PREVENTIVE MAINT,PRODUCTIVE          ,8.0,T01-TFC1-P1520,WARNING             ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,182.0,30.0,1.0,TW322SM-0443,
62,200B,200/264FBGA10X14.5,0.8-0.8,200/264FBGA10X14.5_256X_0.8-0.8_1311,SM3316-0188,SM3316-0188,2022-08-11 23:59:00,2022-08-10 23:59:00,N/A,CLEAN AND INSPECTION,CLEAN AND INSPECTION,PRODUCTIVE          ,0.5,T01-TFC1-P0905,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0480,
63,315B,315/315FBGA12.8X15,N/A,315/315FBGA12.8X15_256X_1.3_1329,SM3316-0145,TW322SM-0437,2022-08-17 23:59:00,2022-08-16 23:59:00,2022-07-18 19:03:57.567,CLEAN AND INSPECTION,CLEAN AND INSPECTION,PRODUCTIVE          ,0.5,T01-TFC1-P1422,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0437,
64,315B,315/315FBGA12.8X15,N/A,315/315FBGA12.8X15_256X_1.3_1329,SM3316-0145,TW322SM-0437,2022-08-17 23:59:00,2022-08-16 23:59:00,2022-07-18 19:03:57.583,PM 1 MONTH,TW322SM 1 MONTH PM(FOR IONIZER),PRODUCTIVE          ,6.0,T01-TFC1-P1422,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0437,
65,315B,315/315FBGA12.8X15,N/A,315/315FBGA12.8X15_256X_1.3_1329,SM3316-0145,TW322SM-0437,2022-08-17 23:59:00,2022-08-16 23:59:00,2022-07-18 19:03:57.617,PM 1 MONTH,TW322SM 1 MONTH PM(FOR MACHINE),PRODUCTIVE          ,6.0,T01-TFC1-P1422,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0437,
66,315B,315/315FBGA12.8X15,N/A,315/315FBGA12.8X15_256X_1.3_1329,SM3316-0145,TW322SM-0437,2022-08-02 23:59:00,2022-08-01 23:59:00,2022-07-18 19:03:57.663,PM ESD CDM 250V,TW322SM ESD 250V HALF MONTH PM,PRODUCTIVE          ,0.5,T01-TFC1-P1422,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,15.0,7.0,1.0,TW322SM-0437,
67,315B,315/315FBGA12.8X15,N/A,315/315FBGA12.8X15_256X_1.3_1329,SM3316-0141,SM3316-0141,2022-08-09 23:59:00,2022-08-08 23:59:00,2022-07-10 23:09:30.973,CLEAN AND INSPECTION,CLEAN AND INSPECTION,STANDBY             ,0.5,T01-TFC1-P1626,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0433,
68,496B,496/756FBGA14X12.4,0.58-0.67,496/756FBGA14X12.4_64-128X_0.58-0.67_ION_1210,SM3316-0096,TW322SM-0407,2022-07-19 23:59:00,2022-07-18 23:59:00,2022-06-19 06:30:21.733,CLEAN AND INSPECTION,CLEAN AND INSPECTION,PRODUCTIVE          ,0.5,T01-TFC1-P1323,WARNING             ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0407,
69,496B,496/756FBGA14X12.4,0.58-0.67,496/756FBGA14X12.4_64-128X_0.58-0.67_ION_1210,SM3316-0096,TW322SM-0407,2022-07-19 23:59:00,2022-07-18 23:59:00,2022-06-19 06:30:21.750,PM 1 MONTH,TW322SM 1 MONTH PM(FOR IONIZER),PRODUCTIVE          ,6.0,T01-TFC1-P1323,WARNING             ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0407,
70,496B,496/756FBGA14X12.4,0.58-0.67,496/756FBGA14X12.4_64-128X_0.58-0.67_ION_1210,SM3316-0096,TW322SM-0407,2022-07-19 23:59:00,2022-07-18 23:59:00,2022-06-19 06:30:21.750,PM 1 MONTH,TW322SM 1 MONTH PM(FOR MACHINE),PRODUCTIVE          ,6.0,T01-TFC1-P1323,WARNING             ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0407,
71,496B,496/756FBGA14X12.4,0.58-0.67,496/756FBGA14X12.4_64-128X_0.58-0.67_ION_1210,SM3316-0096,TW322SM-0407,2022-08-18 23:59:00,2022-08-17 23:59:00,2022-05-20 06:38:46.407,PM 3 MONTH,TW322SM 3 MONTH PM,PRODUCTIVE          ,6.0,T01-TFC1-P1323,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,90.0,14.0,1.0,TW322SM-0407,
72,496B,496/756FBGA14X12.4,0.58-0.67,496/756FBGA14X12.4_64-128X_0.58-0.67_ION_1210,SM3316-0096,TW322SM-0407,2022-07-19 23:59:00,2022-07-18 23:59:00,2022-07-04 03:39:59.243,PM ESD CDM 250V,TW322SM ESD 250V HALF MONTH PM,PRODUCTIVE          ,0.5,T01-TFC1-P1323,WARNING             ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,15.0,7.0,1.0,TW322SM-0407,
73,1159B,1159/2021FBGA14.1X13,1.0-1.0,1159/2021FBGA14.1X13_64X_1.0-1.0_1420,SM3316-0097,SM3316-0097,2022-08-06 23:59:00,2022-08-05 23:59:00,2022-07-07 16:58:51.357,CLEAN AND INSPECTION,CLEAN AND INSPECTION,STANDBY             ,0.5,T01-TFC1-P1219,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0408,
74,180B,180/252FBGA12X14,1.1-1.2,180/252FBGA12X14_128-256X_1.1-1.2_DISSIPATIVE_1112,SM3016-0232,TW322SM-0298,2022-08-14 23:59:00,2022-08-13 23:59:00,2022-07-15 19:03:50.893,CLEAN AND INSPECTION,CLEAN AND INSPECTION,PRODUCTIVE          ,0.5,T01-TFC1-P0518,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0298,
75,180B,180/252FBGA12X14,1.1-1.2,180/252FBGA12X14_128-256X_1.1-1.2_DISSIPATIVE_1112,SM3016-0232,TW322SM-0298,2022-08-14 23:59:00,2022-08-13 23:59:00,2022-07-15 19:03:50.910,PM 1 MONTH,TW322SM 1 MONTH PM(FOR IONIZER),PRODUCTIVE          ,6.0,T01-TFC1-P0518,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0298,
76,180B,180/252FBGA12X14,1.1-1.2,180/252FBGA12X14_128-256X_1.1-1.2_DISSIPATIVE_1112,SM3016-0232,TW322SM-0298,2022-08-14 23:59:00,2022-08-13 23:59:00,2022-07-15 19:03:50.910,PM 1 MONTH,TW322SM 1 MONTH PM(FOR MACHINE),PRODUCTIVE          ,6.0,T01-TFC1-P0518,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0298,
77,180B,180/252FBGA12X14,1.1-1.2,180/252FBGA12X14_128-256X_1.1-1.2_DISSIPATIVE_1112,SM3016-0232,TW322SM-0298,2022-07-30 23:59:00,2022-07-29 23:59:00,2022-07-15 19:03:50.940,PM ESD CDM 250V,TW322SM ESD 250V HALF MONTH PM,PRODUCTIVE          ,0.5,T01-TFC1-P0518,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,15.0,7.0,1.0,TW322SM-0298,
78,216B,216/841FBGA12X12,0.59-1.0,216/841FBGA12X12_64X_0.59-1.0_0772,SMG2P-0105,TW322SM-0460,2022-07-21 23:59:00,2022-07-20 23:59:00,2022-06-21 23:09:49.803,CLEAN AND INSPECTION,CLEAN AND INSPECTION,SCHEDULED_DOWNTIME  ,0.5,T01-TFC1-P0726,WARNING             ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0460,
79,216B,216/841FBGA12X12,0.59-1.0,216/841FBGA12X12_64X_0.59-1.0_0772,SMG2P-0105,TW322SM-0460,2022-07-21 23:59:00,2022-07-20 23:59:00,2022-06-21 23:09:49.727,PM 1 MONTH,TW322SM 1 MONTH PM(FOR IONIZER),SCHEDULED_DOWNTIME  ,6.0,T01-TFC1-P0726,WARNING             ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0460,
80,216B,216/841FBGA12X12,0.59-1.0,216/841FBGA12X12_64X_0.59-1.0_0772,SMG2P-0105,TW322SM-0460,2022-07-21 23:59:00,2022-07-20 23:59:00,2022-06-21 23:09:49.743,PM 1 MONTH,TW322SM 1 MONTH PM(FOR MACHINE),SCHEDULED_DOWNTIME  ,6.0,T01-TFC1-P0726,WARNING             ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0460,
81,216B,216/841FBGA12X12,0.59-1.0,216/841FBGA12X12_64X_0.59-1.0_0772,SMG2P-0105,TW322SM-0460,2022-07-21 23:59:00,2022-07-20 23:59:00,N/A,PM 3 MONTH,TW322SM 3 MONTH PM,SCHEDULED_DOWNTIME  ,6.0,T01-TFC1-P0726,WARNING             ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,90.0,14.0,1.0,TW322SM-0460,
82,216B,216/841FBGA12X12,0.59-1.0,216/841FBGA12X12_64X_0.59-1.0_0772,SMG2P-0105,TW322SM-0460,2022-07-21 23:59:00,2022-07-20 23:59:00,2022-07-06 20:26:02.680,PM ESD CDM 250V,TW322SM ESD 250V HALF MONTH PM,SCHEDULED_DOWNTIME  ,0.5,T01-TFC1-P0726,WARNING             ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,15.0,7.0,1.0,TW322SM-0460,
83,896B,896/900BBGA31X31,3.73-4.2,896/900BBGA31X31_64X_3.73-4.2_ION_0999,SM3016-0161,TW322SM-0199,2022-07-30 23:59:00,2022-07-29 23:59:00,2022-06-30 06:49:25.737,CLEAN AND INSPECTION,CLEAN AND INSPECTION,PRODUCTIVE          ,0.5,T01-TFC1-P0207,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0199,
84,896B,896/900BBGA31X31,3.73-4.2,896/900BBGA31X31_64X_3.73-4.2_ION_0999,SM3016-0161,TW322SM-0199,2022-07-30 23:59:00,2022-07-29 23:59:00,2022-06-30 06:49:25.783,PM 1 MONTH,TW322SM 1 MONTH PM(FOR IONIZER),PRODUCTIVE          ,6.0,T01-TFC1-P0207,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0199,
85,896B,896/900BBGA31X31,3.73-4.2,896/900BBGA31X31_64X_3.73-4.2_ION_0999,SM3016-0161,TW322SM-0199,2022-07-30 23:59:00,2022-07-29 23:59:00,2022-06-30 06:49:25.813,PM 1 MONTH,TW322SM 1 MONTH PM(FOR MACHINE),PRODUCTIVE          ,6.0,T01-TFC1-P0207,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0199,
86,896B,896/900BBGA31X31,3.73-4.2,896/900BBGA31X31_64X_3.73-4.2_ION_0999,SM3016-0161,TW322SM-0199,2022-07-30 23:59:00,2022-07-29 23:59:00,2022-05-01 12:37:56.480,PM 3 MONTH,TW322SM 3 MONTH PM,PRODUCTIVE          ,6.0,T01-TFC1-P0207,WARNING             ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,90.0,14.0,1.0,TW322SM-0199,
87,896B,896/900BBGA31X31,3.73-4.2,896/900BBGA31X31_64X_3.73-4.2_ION_0999,SM3016-0161,TW322SM-0199,2022-08-03 23:59:00,2022-07-29 23:59:00,2022-02-02 20:30:53.810,PM 6 MONTH,TECHWING SEMI ANNUAL PM,PRODUCTIVE          ,8.0,T01-TFC1-P0207,WARNING             ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,182.0,30.0,1.0,TW322SM-0199,
88,896B,896/900BBGA31X31,3.73-4.2,896/900BBGA31X31_64X_3.73-4.2_ION_0999,SM3016-0161,TW322SM-0199,2022-07-30 23:59:00,2022-07-29 23:59:00,2022-07-15 04:21:49.570,PM ESD CDM 250V,TW322SM ESD 250V HALF MONTH PM,PRODUCTIVE          ,0.5,T01-TFC1-P0207,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,15.0,7.0,1.0,TW322SM-0199,
89,200B,200/264FBGA10X14.5,0.835-0.95,200/264FBGA10X14.5_128X_0.835-0.95_1126,SM3016-0026,SM3016-0026,2022-07-24 23:59:00,2022-07-23 23:59:00,2022-06-24 08:08:14.610,CLEAN AND INSPECTION,CLEAN AND INSPECTION,ENGINEERING         ,0.5,T01-TFC1-P0600,WARNING             ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0023,
90,134B,134/170FBGA10X11.5,0.65-1.1,134/170FBGA10X11.5_128X_0.65-1.1_0740,SMG2P-0095,SMG2P-0095,2022-07-31 23:59:00,2022-07-30 23:59:00,2022-07-01 04:46:36.843,CLEAN AND INSPECTION,CLEAN AND INSPECTION,PRODUCTIVE          ,0.5,T01-TFC1-P0720,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0007,
91,134B,134/170FBGA10X11.5,0.65-1.1,134/170FBGA10X11.5_128X_0.65-1.1_0740,SMG2P-0095,SMG2P-0095,2022-08-12 23:59:00,2022-08-11 23:59:00,N/A,PM 6 MONTH,6 MONTH PREVENTIVE MAINT,PRODUCTIVE          ,8.0,T01-TFC1-P0720,WARNING             ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,182.0,30.0,1.0,TW322SM-0007,
92,496B,496/756FBGA14X12.4,0.69-0.71,496/756FBGA14X12.4_128X_0.69-0.71_1266,SM3316-0078,SM3316-0078,2022-08-06 23:59:00,2022-08-05 23:59:00,2022-07-07 13:49:25.420,CLEAN AND INSPECTION,CLEAN AND INSPECTION,PRODUCTIVE          ,0.5,T01-TFC1-P0516,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0292,
93,180B,180/252FBGA12X14,1.2-1.2,180/252FBGA12X14_128X_1.2-1.2_DISSIPATIVE_1421,SM3316-0161,TW322SM-0451,2022-07-23 23:59:00,2022-07-22 23:59:00,2022-06-23 05:36:34.830,CLEAN AND INSPECTION,CLEAN AND INSPECTION,PRODUCTIVE          ,0.5,T01-TFC1-P1724,WARNING             ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0451,
94,180B,180/252FBGA12X14,1.2-1.2,180/252FBGA12X14_128X_1.2-1.2_DISSIPATIVE_1421,SM3316-0161,TW322SM-0451,2022-07-23 23:59:00,2022-07-22 23:59:00,2022-06-23 05:36:34.847,PM 1 MONTH,TW322SM 1 MONTH PM(FOR IONIZER),PRODUCTIVE          ,6.0,T01-TFC1-P1724,WARNING             ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0451,
95,180B,180/252FBGA12X14,1.2-1.2,180/252FBGA12X14_128X_1.2-1.2_DISSIPATIVE_1421,SM3316-0161,TW322SM-0451,2022-07-23 23:59:00,2022-07-22 23:59:00,2022-06-23 05:36:34.847,PM 1 MONTH,TW322SM 1 MONTH PM(FOR MACHINE),PRODUCTIVE          ,6.0,T01-TFC1-P1724,WARNING             ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0451,
96,180B,180/252FBGA12X14,1.2-1.2,180/252FBGA12X14_128X_1.2-1.2_DISSIPATIVE_1421,SM3316-0161,TW322SM-0451,2022-07-23 23:59:00,2022-07-22 23:59:00,2022-07-08 03:29:56.120,PM ESD CDM 250V,TW322SM ESD 250V HALF MONTH PM,PRODUCTIVE          ,0.5,T01-TFC1-P1724,WARNING             ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,15.0,7.0,1.0,TW322SM-0451,
97,496B,496/756FBGA14X12.4,0.58-0.67,496/756FBGA14X12.4_64-128X_0.58-0.67_ION_1210,SM3316-0028,TW322SM-0359,2022-07-22 23:59:00,2022-07-21 23:59:00,2022-06-22 21:46:04.197,CLEAN AND INSPECTION,CLEAN AND INSPECTION,PRODUCTIVE          ,0.5,T01-TFC1-P0919,WARNING             ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0359,
98,496B,496/756FBGA14X12.4,0.58-0.67,496/756FBGA14X12.4_64-128X_0.58-0.67_ION_1210,SM3316-0028,TW322SM-0359,2022-08-02 23:59:00,2022-08-01 23:59:00,2021-08-02 03:45:21.403,Ionizer Pin change,Ionizer Pin change,PRODUCTIVE          ,0.5,T01-TFC1-P0919,WARNING             ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,365.0,30.0,1.0,TW322SM-0359,
99,496B,496/756FBGA14X12.4,0.58-0.67,496/756FBGA14X12.4_64-128X_0.58-0.67_ION_1210,SM3316-0028,TW322SM-0359,2022-07-22 23:59:00,2022-07-21 23:59:00,2022-06-22 21:46:04.197,PM 1 MONTH,TW322SM 1 MONTH PM(FOR IONIZER),PRODUCTIVE          ,6.0,T01-TFC1-P0919,WARNING             ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0359,
100,496B,496/756FBGA14X12.4,0.58-0.67,496/756FBGA14X12.4_64-128X_0.58-0.67_ION_1210,SM3316-0028,TW322SM-0359,2022-07-22 23:59:00,2022-07-21 23:59:00,2022-06-22 21:46:04.197,PM 1 MONTH,TW322SM 1 MONTH PM(FOR MACHINE),PRODUCTIVE          ,6.0,T01-TFC1-P0919,WARNING             ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0359,
101,496B,496/756FBGA14X12.4,0.58-0.67,496/756FBGA14X12.4_64-128X_0.58-0.67_ION_1210,SM3316-0028,TW322SM-0359,2022-08-02 23:59:00,2022-08-01 23:59:00,2021-08-02 03:45:21.427,PM 1 YEAR,TECHWING ANNUAL PM,PRODUCTIVE          ,12.0,T01-TFC1-P0919,WARNING             ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,365.0,30.0,1.0,TW322SM-0359,
102,496B,496/756FBGA14X12.4,0.58-0.67,496/756FBGA14X12.4_64-128X_0.58-0.67_ION_1210,SM3316-0028,TW322SM-0359,2022-07-24 23:59:00,2022-07-21 23:59:00,2022-04-25 17:48:27.970,PM 3 MONTH,TW322SM 3 MONTH PM,PRODUCTIVE          ,6.0,T01-TFC1-P0919,WARNING             ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,90.0,14.0,1.0,TW322SM-0359,
103,496B,496/756FBGA14X12.4,0.58-0.67,496/756FBGA14X12.4_64-128X_0.58-0.67_ION_1210,SM3316-0028,TW322SM-0359,2022-07-26 23:59:00,2022-07-21 23:59:00,2022-01-25 05:13:43.263,PM 6 MONTH,TECHWING SEMI ANNUAL PM,PRODUCTIVE          ,8.0,T01-TFC1-P0919,WARNING             ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,182.0,30.0,1.0,TW322SM-0359,
104,496B,496/756FBGA14X12.4,0.58-0.67,496/756FBGA14X12.4_64-128X_0.58-0.67_ION_1210,SM3316-0028,TW322SM-0359,2022-07-22 23:59:00,2022-07-21 23:59:00,2022-07-07 01:26:23.717,PM ESD CDM 250V,TW322SM ESD 250V HALF MONTH PM,PRODUCTIVE          ,0.5,T01-TFC1-P0919,WARNING             ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,15.0,7.0,1.0,TW322SM-0359,
105,376B,376/1156FBGA14X14,0.66-0.71,376/1156FBGA14X14_64-128X_0.66-0.71_1056,SM3016-0062,SM3016-0062,2022-08-11 23:59:00,2022-08-10 23:59:00,2022-07-12 05:42:11.117,CLEAN AND INSPECTION,CLEAN AND INSPECTION,PRODUCTIVE          ,0.5,T01-TFC1-P0315,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0204,
106,556B,556/841FBGA12.4X12.4,1.1-1.1,556/841FBGA12.4X12.4_64-128X_1.1-1.1_1104,SM3016-0028,SM3016-0028,2022-07-29 23:59:00,2022-07-28 23:59:00,2022-06-29 03:34:46.893,CLEAN AND INSPECTION,CLEAN AND INSPECTION,PRODUCTIVE          ,0.5,T01-TFC1-P1206,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0090,
107,200B,200/264FBGA10X14.5,1.14-1.14,200/264FBGA10X14.5_128X_1.14-1.14_1126,SM3016-0166,TW322SM-0213,2022-08-10 23:59:00,2022-08-09 23:59:00,2022-07-11 12:33:05.160,CLEAN AND INSPECTION,CLEAN AND INSPECTION,PRODUCTIVE          ,0.5,T01-TFC1-P0309,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0213,
108,200B,200/264FBGA10X14.5,1.14-1.14,200/264FBGA10X14.5_128X_1.14-1.14_1126,SM3016-0166,TW322SM-0213,2022-08-10 23:59:00,2022-08-09 23:59:00,2022-07-11 12:33:05.160,PM 1 MONTH,TW322SM 1 MONTH PM(FOR IONIZER),PRODUCTIVE          ,6.0,T01-TFC1-P0309,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0213,
109,200B,200/264FBGA10X14.5,1.14-1.14,200/264FBGA10X14.5_128X_1.14-1.14_1126,SM3016-0166,TW322SM-0213,2022-08-10 23:59:00,2022-08-09 23:59:00,2022-07-11 12:33:05.177,PM 1 MONTH,TW322SM 1 MONTH PM(FOR MACHINE),PRODUCTIVE          ,6.0,T01-TFC1-P0309,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0213,
110,200B,200/264FBGA10X14.5,1.14-1.14,200/264FBGA10X14.5_128X_1.14-1.14_1126,SM3016-0166,TW322SM-0213,2022-07-26 23:59:00,2022-07-25 23:59:00,2022-07-11 12:33:05.177,PM ESD CDM 250V,TW322SM ESD 250V HALF MONTH PM,PRODUCTIVE          ,0.5,T01-TFC1-P0309,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,15.0,7.0,1.0,TW322SM-0213,
111,180B,180/252FBGA12X14,1.1-1.2,180/252FBGA12X14_128-256X_1.1-1.2_DISSIPATIVE_1112,SM3016-0092,SM3016-0092,2022-07-29 23:59:00,2022-07-28 23:59:00,2022-06-29 02:21:14.743,CLEAN AND INSPECTION,CLEAN AND INSPECTION,PRODUCTIVE          ,0.5,T01-TFC1-P0415,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0286,
112,200B,200/264FBGA10X14.5,0.95-0.95,200/264FBGA10X14.5_256X_0.95-0.95_1311,SM3316-0173,TW322SM-0465,2022-08-12 23:59:00,2022-08-11 23:59:00,2022-07-13 05:49:13.530,CLEAN AND INSPECTION,CLEAN AND INSPECTION,PRODUCTIVE          ,0.5,T01-TFC1-P1411,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0465,
113,200B,200/264FBGA10X14.5,0.95-0.95,200/264FBGA10X14.5_256X_0.95-0.95_1311,SM3316-0173,TW322SM-0465,2022-08-12 23:59:00,2022-08-11 23:59:00,2022-07-13 05:49:13.547,PM 1 MONTH,TW322SM 1 MONTH PM(FOR IONIZER),PRODUCTIVE          ,6.0,T01-TFC1-P1411,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0465,
114,200B,200/264FBGA10X14.5,0.95-0.95,200/264FBGA10X14.5_256X_0.95-0.95_1311,SM3316-0173,TW322SM-0465,2022-08-12 23:59:00,2022-08-11 23:59:00,2022-07-13 05:49:13.560,PM 1 MONTH,TW322SM 1 MONTH PM(FOR MACHINE),PRODUCTIVE          ,6.0,T01-TFC1-P1411,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0465,
115,200B,200/264FBGA10X14.5,0.95-0.95,200/264FBGA10X14.5_256X_0.95-0.95_1311,SM3316-0173,TW322SM-0465,2022-08-12 23:59:00,2022-08-11 23:59:00,N/A,PM 3 MONTH,TW322SM 3 MONTH PM,PRODUCTIVE          ,6.0,T01-TFC1-P1411,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,90.0,14.0,1.0,TW322SM-0465,
116,200B,200/264FBGA10X14.5,0.95-0.95,200/264FBGA10X14.5_256X_0.95-0.95_1311,SM3316-0173,TW322SM-0465,2022-07-28 23:59:00,2022-07-27 23:59:00,2022-07-13 05:49:13.560,PM ESD CDM 250V,TW322SM ESD 250V HALF MONTH PM,PRODUCTIVE          ,0.5,T01-TFC1-P1411,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,15.0,7.0,1.0,TW322SM-0465,
117,315B,315/315FBGA12.4X15,1.3-1.3,315/315FBGA12.4X15_256X_1.3-1.3_1329,SM3316-0005,SM3316-0005,2022-08-16 23:59:00,2022-08-15 23:59:00,2022-07-17 13:47:57.570,CLEAN AND INSPECTION,CLEAN AND INSPECTION,ENGINEERING         ,0.5,T01-TFC1-P0714,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0342,
118,441B,441/441FBGA14X14,1.1-1.1,441/441FBGA14X14_64-128X_1.1-1.1_1291,SM3316-0011,TW322SM-0348,2022-08-08 23:59:00,2022-08-07 23:59:00,2022-07-09 01:40:05.637,CLEAN AND INSPECTION,CLEAN AND INSPECTION,PRODUCTIVE          ,0.5,T01-TFC1-P0915,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0348,
119,441B,441/441FBGA14X14,1.1-1.1,441/441FBGA14X14_64-128X_1.1-1.1_1291,SM3316-0011,TW322SM-0348,2022-08-08 23:59:00,2022-08-07 23:59:00,2022-07-09 01:40:05.637,PM 1 MONTH,TW322SM 1 MONTH PM(FOR IONIZER),PRODUCTIVE          ,6.0,T01-TFC1-P0915,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0348,
120,441B,441/441FBGA14X14,1.1-1.1,441/441FBGA14X14_64-128X_1.1-1.1_1291,SM3316-0011,TW322SM-0348,2022-08-08 23:59:00,2022-08-07 23:59:00,2022-07-09 01:40:05.650,PM 1 MONTH,TW322SM 1 MONTH PM(FOR MACHINE),PRODUCTIVE          ,6.0,T01-TFC1-P0915,COMING DUE          ,CONTINUOUS          ,TIME                ,DAY                 ,N/A,30.0,7.0,1.0,TW322SM-0348,
